movie,type,word,minutes_in
Jackie Brown,word,g*****n,92.57
Jackie Brown,word,f**k,92.58
Jackie Brown,word,a*s,92.62
Jackie Brown,word,f*****g,92.63
Jackie Brown,word,f**k,92.65
Jackie Brown,word,a*s,92.70
Jackie Brown,word,s**t,92.82
Jackie Brown,word,a*s,92.97
Jackie Brown,word,d**n,93.03
Jackie Brown,word,s**t,94.13
Jackie Brown,word,a*s,94.27
Jackie Brown,word,a*s,94.77
Jackie Brown,word,d**n,94.98
Jackie Brown,word,s**t,95.07
Jackie Brown,word,m**********r,95.08
Jackie Brown,word,m**********r,95.13
Jackie Brown,word,s**t,96.70
Jackie Brown,word,f*****g,96.90
Jackie Brown,word,h**l,97.37
Jackie Brown,word,b***h,98.02
Jackie Brown,word,a*s,98.07
Jackie Brown,word,s**t,98.15
Jackie Brown,word,m***********g,98.17
Jackie Brown,word,g*****n,98.23
Jackie Brown,word,g*****n,98.45
Jackie Brown,word,b***h,98.45
Jackie Brown,word,f*****g,98.47
Jackie Brown,word,a*s,101.37
Jackie Brown,word,f**k,101.92
Jackie Brown,word,m***********g,101.98
Jackie Brown,word,b***h,102.07
Jackie Brown,word,f*****g,102.08
Jackie Brown,word,a*s,102.08
Jackie Brown,word,g*****n,102.10
Jackie Brown,word,a*s,102.32
Jackie Brown,word,f**k,102.33
Jackie Brown,word,a*s,105.27
Jackie Brown,word,f**k,106.32
Jackie Brown,word,g*****n,109.70
Jackie Brown,word,f**k,109.77
Jackie Brown,word,f*****g,109.82
Jackie Brown,word,s**t,109.97
Jackie Brown,word,b***h,110.13
Jackie Brown,word,f*****g,110.15
Jackie Brown,word,f*****g,110.52
Jackie Brown,word,f**k,111.27
Jackie Brown,word,f**k,111.83
Jackie Brown,word,g*****n,111.85
Jackie Brown,word,f*****g,111.90
Jackie Brown,word,f**k,111.97
Jackie Brown,word,f*****g,111.98
Jackie Brown,word,f**k,112.07
Jackie Brown,word,f**k,112.35
Jackie Brown,word,f*****g,113.18
Jackie Brown,death,,113.28
Jackie Brown,word,b***h,114.98
Jackie Brown,word,f*****g,115.00
Jackie Brown,word,f**k,116.07
Jackie Brown,word,f*****g,120.22
Jackie Brown,word,f*****g,120.35
Jackie Brown,word,f*****g,120.85
Jackie Brown,word,b***h,121.10
Jackie Brown,word,f*****g,121.87
Jackie Brown,word,f*****g,121.92
Jackie Brown,word,a*s,122.08
Jackie Brown,word,f**k,122.12
Jackie Brown,word,f**k,122.15
Jackie Brown,word,f**k,122.17
Jackie Brown,word,f*****g,121.20
Jackie Brown,word,s**t,122.28
Jackie Brown,word,b***h,123.32
Jackie Brown,word,s**t,123.63
Jackie Brown,word,m**********r,124.57
Jackie Brown,word,h**l,124.65
Jackie Brown,word,a*s,124.68
Jackie Brown,word,m***********s,124.75
Jackie Brown,word,f*****g,124.83
Jackie Brown,word,f*****g,124.85
Jackie Brown,word,f*****g,124.88
Jackie Brown,word,f*****g,124.90
Jackie Brown,word,g*****n,124.97
Jackie Brown,word,m**********r,125.07
Jackie Brown,word,a*s,125.10
Jackie Brown,word,s**t,125.12
Jackie Brown,word,f*****g,125.15
Jackie Brown,word,f**k,125.33
Jackie Brown,word,a*s,125.37
Jackie Brown,death,,125.43
Jackie Brown,word,s**t,126.42
Jackie Brown,word,f*****g,126.62
Jackie Brown,word,f*****g,127.07
Jackie Brown,word,f*****g,127.42
Jackie Brown,word,f*****g,128.38
Jackie Brown,word,m***********g,128.42
Jackie Brown,word,m**********r,128.47
Jackie Brown,word,f**k,129.17
Jackie Brown,word,f*****g,129.57
Jackie Brown,word,g*****n,130.90
Jackie Brown,word,m***********g,130.92
Jackie Brown,word,m***********g,131.00
Jackie Brown,word,m**********r,131.08
Jackie Brown,word,m**********r,131.18
Jackie Brown,word,s**t,131.22
Jackie Brown,word,n***** ,131.25
Jackie Brown,word,m**********r,131.28
Jackie Brown,word,g*****n,131.35
Jackie Brown,word,m**********r,131.38
Jackie Brown,word,s**t,131.40
Jackie Brown,word,g*****n,131.45
Jackie Brown,word,s**t,131.57
Jackie Brown,word,n***** ,131.80
Jackie Brown,word,m***********g,132.78
Jackie Brown,word,a*s,133.05
Jackie Brown,word,m***********g,133.13
Jackie Brown,word,f**k,134.00
Jackie Brown,word,g*****n,134.02
Jackie Brown,word,f*****g,134.07
Jackie Brown,word,a*s,134.18
Jackie Brown,word,m**********r,134.33
Jackie Brown,word,m**********r,134.50
Jackie Brown,word,n***** ,134.78
Jackie Brown,word,s**t,135.00
Jackie Brown,word,a*s,135.67
Jackie Brown,word,d*****s,135.72
Jackie Brown,word,b******t,136.72
Jackie Brown,word,f*****g,136.90
Jackie Brown,word,a*s,137.13
Jackie Brown,word,n***** ,137.13
Jackie Brown,word,g*****n,138.20
Jackie Brown,word,b******t,141.03
Jackie Brown,word,b***h,141.20
Jackie Brown,word,g*****n,141.23
Jackie Brown,word,m**********r,141.35
Jackie Brown,word,n***** ,141.50
Jackie Brown,word,m**********r,141.55
Jackie Brown,word,m**********r,141.80
Jackie Brown,word,m**********r,141.93
Jackie Brown,word,a*s,142.43
Jackie Brown,word,f*****g,142.47
Jackie Brown,word,g*****n,142.97
Jackie Brown,death,,143.13
